topology,lambda,pattern_id,z_pattern,frustration_by_edge,rho_vector,lambda_vector,lambda_mean,lambda_max,lambda_min,ground_energy
path,1.4,p01,"[1, 1, -1, -1]","[0, 1, 0]","[-0.5, 0.5, 0.5, -0.5]","[0.0, 0.20455721437250995, 0.20455721437250995, 3.514786236259279e-33]",0.10227860718625498,0.20455721437250995,0.0,8.868530653576705
path,1.4,p02,"[1, -1, 1, -1]","[1, 1, 1]","[-0.5, 0.5, 0.5, -0.5]","[0.14632516634689058, 0.3406204356824258, 0.3406204356824257, 0.14632516634689055]",0.24347280101465815,0.3406204356824258,0.14632516634689055,7.693867955901661
path,1.4,p03,"[1, 1, 1, -1]","[0, 0, 1]","[-0.5, -0.5, 0.5, 0.5]","[0.0, 0.0, 0.15134407563724953, 0.15134407563724953]",0.07567203781862476,0.15134407563724953,0.0,8.999804988206002
path,1.4,p04,"[1, -1, -1, 1]","[1, 0, 1]","[0.0, 0.0, 0.0, 0.0]","[0.15134407563724958, 0.15134407563724958, 0.15134407563724933, 0.15134407563724933]",0.15134407563724944,0.15134407563724958,0.15134407563724933,8.399609976412004
path,1.4,p05,"[1, 1, -1, 1]","[0, 1, 1]","[-1.0, 0.0, 1.0, 0.0]","[0.0, 0.1993617232019073, 0.345546999333729, 0.14618527613182172]",0.1727734996668645,0.345546999333729,0.0,8.281376891434622
path,1.4,p06,"[1, -1, 1, 1]","[1, 1, 0]","[0.0, 1.0, 0.0, -1.0]","[0.1461852761318216, 0.3455469993337287, 0.19936172320190704, 5.832376227855398e-32]",0.17277349966686434,0.3455469993337287,5.832376227855398e-32,8.281376891434626
star,0.1,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.00615225362867161, 0.0020507512095572, 0.0020507512095572, 0.00205075120955721]",0.003076126814335805,0.00615225362867161,0.0020507512095572,9.586389829730251
star,0.1,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.004105399317588198, 0.0, 0.0020526996587941007, 0.0020526996587940972]",0.002052699658794099,0.004105399317588198,0.0,9.590924324557104
star,0.1,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.0041053993175882, 0.002052699658794101, 3.327734285154189e-39, 0.0020526996587940985]",0.0020526996587941,0.0041053993175882,3.327734285154189e-39,9.590924324557102
star,0.1,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.0020546539766061636, 0.0, 0.0, 0.0020546539766061636]",0.0010273269883030818,0.0020546539766061636,0.0,9.595461046025237
star,0.1,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.004105399317588194, 0.002052699658794097, 0.002052699658794097, 5.318651361799289e-37]",0.002052699658794097,0.004105399317588194,5.318651361799289e-37,9.590924324557104
star,0.1,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.0020546539766061636, 0.0, 0.0020546539766061636, 0.0]",0.0010273269883030818,0.0020546539766061636,0.0,9.595461046025237
star,0.1,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.0020546539766061636, 0.0020546539766061636, 0.0, 0.0]",0.0010273269883030818,0.0020546539766061636,0.0,9.595461046025237
star,0.2,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.02407604654879923, 0.00802534884959973, 0.00802534884959973, 0.008025348849599767]",0.012038023274399614,0.02407604654879923,0.00802534884959973,9.54586738015544
star,0.2,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.01610950914096726, 0.0, 0.008054754570483639, 0.008054754570483621]",0.00805475457048363,0.01610950914096726,0.0,9.563877098276926
star,0.2,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.016109509140967246, 0.00805475457048363, 1.2061555727704623e-38, 0.008054754570483616]",0.008054754570483623,0.016109509140967246,1.2061555727704623e-38,9.563877098276926
star,0.2,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.008084504140266381, 0.0, 0.0, 0.008084504140266381]",0.004042252070133191,0.008084504140266381,0.0,9.58192118714825
star,0.2,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.01610950914096725, 0.008054754570483625, 0.008054754570483625, 2.534299690254932e-35]",0.008054754570483625,0.01610950914096725,2.534299690254932e-35,9.563877098276928
star,0.2,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.008084504140266381, 0.0, 0.008084504140266381, 0.0]",0.004042252070133191,0.008084504140266381,0.0,9.58192118714825
star,0.2,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.008084504140266381, 0.008084504140266381, 0.0, 0.0]",0.004042252070133191,0.008084504140266381,0.0,9.58192118714825
star,0.35,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.06966844995083643, 0.023222816650278803, 0.023222816650278803, 0.023222816650278828]",0.03483422497541822,0.06966844995083643,0.023222816650278803,9.436676352795393
star,0.35,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.046919377287696865, 0.0, 0.023459688643848453, 0.023459688643848408]",0.023459688643848432,0.046919377287696865,0.0,9.490821177007618
star,0.35,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.04691937728769691, 0.023459688643848477, 6.203279487040632e-37, 0.023459688643848436]",0.023459688643848457,0.04691937728769691,6.203279487040632e-37,9.490821177007616
star,0.35,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.023704396854813584, 0.0, 0.0, 0.023704396854813584]",0.011852198427406792,0.023704396854813584,0.0,9.545259511197257
star,0.35,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.046919377287696774, 0.023459688643848387, 0.023459688643848387, 6.222425761498291e-34]",0.023459688643848387,0.046919377287696774,6.222425761498291e-34,9.490821177007616
star,0.35,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.023704396854813584, 0.0, 0.023704396854813584, 0.0]",0.011852198427406792,0.023704396854813584,0.0,9.545259511197257
star,0.35,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.023704396854813584, 0.023704396854813584, 0.0, 0.0]",0.011852198427406792,0.023704396854813584,0.0,9.545259511197257
star,0.5,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.13137350514530116, 0.04379116838176705, 0.04379116838176705, 0.04379116838176708]",0.06568675257265058,0.13137350514530116,0.04379116838176705,9.273740474047363
star,0.5,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.08917546499312666, 0.0, 0.04458773249656328, 0.04458773249656338]",0.04458773249656334,0.08917546499312666,0.0,9.3814035723456
star,0.5,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.08917546499312679, 0.04458773249656334, 5.1031669632214034e-36, 0.04458773249656345]",0.04458773249656339,0.08917546499312679,5.1031669632214034e-36,9.3814035723456
star,0.5,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.04543223121507061, 0.0, 0.0, 0.04543223121507061]",0.022716115607535305,0.04543223121507061,0.0,9.490137274819272
star,0.5,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.08917546499312622, 0.04458773249656311, 0.04458773249656311, 1.6206387568198505e-33]",0.04458773249656311,0.08917546499312622,1.6206387568198505e-33,9.3814035723456
star,0.5,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.04543223121507061, 0.0, 0.04543223121507061, 0.0]",0.022716115607535305,0.04543223121507061,0.0,9.490137274819272
star,0.5,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.04543223121507061, 0.04543223121507061, 0.0, 0.0]",0.022716115607535305,0.04543223121507061,0.0,9.490137274819272
star,0.7,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.2266987561008251, 0.07556625203360834, 0.07556625203360834, 0.07556625203360842]",0.11334937805041256,0.2266987561008251,0.07556625203360834,8.983033864132578
star,0.7,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.15545166153441248, 0.0, 0.07772583076720632, 0.07772583076720617]",0.07772583076720624,0.15545166153441248,0.0,9.18528182190096
star,0.7,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.15545166153441253, 0.07772583076720635, 3.384020094983073e-35, 0.0777258307672062]",0.07772583076720627,0.15545166153441253,3.384020094983073e-35,9.18528182190096
star,0.7,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.08009475433612467, 0.0, 0.0, 0.08009475433612467]",0.04004737716806234,0.08009475433612467,0.0,9.390837309241382
star,0.7,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.15545166153441262, 0.07772583076720631, 0.07772583076720631, 9.828257113565252e-33]",0.07772583076720631,0.15545166153441262,9.828257113565252e-33,9.18528182190096
star,0.7,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.08009475433612467, 0.0, 0.08009475433612467, 0.0]",0.04004737716806234,0.08009475433612467,0.0,9.390837309241382
star,0.7,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.08009475433612467, 0.08009475433612467, 0.0, 0.0]",0.04004737716806234,0.08009475433612467,0.0,9.390837309241382
star,1.0,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.374851761123407, 0.12495058704113565, 0.12495058704113565, 0.12495058704113574]",0.1874258805617035,0.374851761123407,0.12495058704113565,8.417420795675072
star,1.0,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.2599301945068888, 0.0, 0.1299650972534443, 0.12996509725344452]",0.1299650972534444,0.2599301945068888,0.0,8.801661010131001
star,1.0,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.259930194506889, 0.12996509725344438, 4.0533270410364773e-36, 0.1299650972534446]",0.1299650972534445,0.259930194506889,4.0533270410364773e-36,8.801661010131
star,1.0,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.1356777963737853, 0.0, 0.0, 0.1356777963737853]",0.06783889818689265,0.1356777963737853,0.0,9.195419283467077
star,1.0,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.25993019450688776, 0.12996509725344388, 0.12996509725344388, 2.5404601656834315e-32]",0.12996509725344388,0.25993019450688776,2.5404601656834315e-32,8.801661010131003
star,1.0,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.1356777963737853, 0.0, 0.1356777963737853, 0.0]",0.06783889818689265,0.1356777963737853,0.0,9.195419283467077
star,1.0,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.1356777963737853, 0.1356777963737853, 0.0, 0.0]",0.06783889818689265,0.1356777963737853,0.0,9.195419283467077
star,1.2,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.46878089080271323, 0.15626029693423776, 0.1562602969342377, 0.15626029693423774]",0.23439044540135662,0.46878089080271323,0.1562602969342377,7.9709632795680125
star,1.2,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.32651535435005563, 0.0, 0.1632576771750279, 0.16325767717502776]",0.16325767717502782,0.32651535435005563,0.0,8.497846264777106
star,1.2,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.3265153543500553, 0.16325767717502773, 1.1862538652017208e-34, 0.1632576771750276]",0.16325767717502765,0.3265153543500553,1.1862538652017208e-34,8.497846264777104
star,1.2,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.1713448805221455, 0.0, 0.0, 0.1713448805221455]",0.08567244026107275,0.1713448805221455,0.0,9.040047340689156
star,1.2,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.3265153543500557, 0.16325767717502784, 0.16325767717502784, 8.492725142360284e-34]",0.16325767717502784,0.3265153543500557,8.492725142360284e-34,8.497846264777104
star,1.2,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.1713448805221455, 0.0, 0.1713448805221455, 0.0]",0.08567244026107275,0.1713448805221455,0.0,9.040047340689156
star,1.2,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.1713448805221455, 0.1713448805221455, 0.0, 0.0]",0.08567244026107275,0.1713448805221455,0.0,9.040047340689156
star,1.4,p00,"[1, -1, -1, -1]","[1, 1, 1]","[1.5, -0.5, -0.5, -0.5]","[0.5565027849420502, 0.18550092831401674, 0.1855009283140167, 0.18550092831401677]",0.2782513924710251,0.5565027849420502,0.1855009283140167,7.479593589603406
star,1.4,p01,"[1, 1, -1, -1]","[0, 1, 1]","[1.0, -1.0, 0.0, 0.0]","[0.38861385244786534, 0.0, 0.19430692622393284, 0.1943069262239325]",0.19430692622393267,0.38861385244786534,0.0,8.163006029759016
star,1.4,p02,"[1, -1, 1, -1]","[1, 0, 1]","[1.0, 0.0, -1.0, 0.0]","[0.3886138524478656, 0.19430692622393295, 4.258378346855943e-36, 0.19430692622393264]",0.1943069262239328,0.3886138524478656,4.258378346855943e-36,8.163006029759018
star,1.4,p03,"[1, 1, 1, -1]","[0, 0, 1]","[0.5, -0.5, -0.5, 0.5]","[0.20455721437250976, 0.0, 0.0, 0.20455721437250976]",0.10227860718625488,0.20455721437250976,0.0,8.868530653576705
star,1.4,p04,"[1, -1, -1, 1]","[1, 1, 0]","[1.0, 0.0, 0.0, -1.0]","[0.3886138524478655, 0.19430692622393275, 0.19430692622393275, 4.1468905879198854e-32]",0.19430692622393275,0.3886138524478655,4.1468905879198854e-32,8.163006029759018
star,1.4,p05,"[1, 1, -1, 1]","[0, 1, 0]","[0.5, -0.5, 0.5, -0.5]","[0.20455721437250976, 0.0, 0.20455721437250976, 0.0]",0.10227860718625488,0.20455721437250976,0.0,8.868530653576705
star,1.4,p06,"[1, -1, 1, 1]","[1, 0, 0]","[0.5, 0.5, -0.5, -0.5]","[0.20455721437250976, 0.20455721437250976, 0.0, 0.0]",0.10227860718625488,0.20455721437250976,0.0,8.868530653576705
